[Instruction_Cache] NUMBER SETS: 4
[Instruction_Cache] INDEX BITS: 2
[Instruction_Cache] TAG BITS: 28
[Instruction_Cache] BLOCK OFFSET BITS: 0
[Data_Cache] NUMBER SETS: 4
[Data_Cache] INDEX BITS: 2
[Data_Cache] TAG BITS: 28
[Data_Cache] BLOCK OFFSET BITS: 0
      Time        addr       rdata valid ready          rw        addr       rdata       wdata wstrb valid ready
   2370 ns 0x000000020 0x0fb9f9ee3     1     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   2380 ns 0x000000020 0x0001e8e93     1     1           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   2390 ns 0x000000020 0x0001e8e93     0     0           0 0x000000004 0x000000000 0x000000004  0x00     0     0
   2400 ns 0x000000020 0x0001e8e93     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2410 ns 0x000000020 0x0001e8e93     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2420 ns 0x000000020 0x0001e8e93     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2430 ns 0x000000024 0x0001e8e93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2440 ns 0x000000024 0x0001e8e93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2450 ns 0x000000024 0x0001e8e93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2460 ns 0x000000024 0x0001e8e93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2470 ns 0x000000024 0x001c00def     1     1           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2480 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   2490 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   2500 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   2510 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   2520 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   2530 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   2540 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   2550 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   2560 ns 0x000000040 0x0001f0f13     1     1           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   2570 ns 0x000000040 0x0001f0f13     0     0           0 0x000000001 0x000000000 0x000000000  0x00     0     0
   2580 ns 0x000000040 0x0001f0f13     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2590 ns 0x000000040 0x0001f0f13     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2600 ns 0x000000040 0x0001f0f13     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2610 ns 0x000000044 0x0001f0f13     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2620 ns 0x000000044 0x0001f0f13     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2630 ns 0x000000044 0x0001f0f13     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2640 ns 0x000000044 0x0001f0f13     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2650 ns 0x000000044 0x001c00def     1     1           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2660 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   2670 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   2680 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   2690 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   2700 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   2710 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   2720 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   2730 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   2740 ns 0x000000060 0x0001f8f93     1     1           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   2750 ns 0x000000060 0x0001f8f93     0     0           0 0x000000001 0x000000000 0x000000000  0x00     0     0
   2760 ns 0x000000060 0x0001f8f93     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2770 ns 0x000000060 0x0001f8f93     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2780 ns 0x000000060 0x0001f8f93     0     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2790 ns 0x000000064 0x0001f8f93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2800 ns 0x000000064 0x0001f8f93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2810 ns 0x000000064 0x0001f8f93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2820 ns 0x000000064 0x0001f8f93     1     0           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2830 ns 0x000000064 0x0fb9f9ee3     1     1           0 0x000000004 0x000000000 0x000000000  0x00     0     0
   2840 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000001 0x000000000 0x000000000  0x00     0     0
   2850 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2860 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2870 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2880 ns 0x000000068 0x0fb9f9ee3     1     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2890 ns 0x000000068 0x0fb9f9ee3     1     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2900 ns 0x000000068 0x0fb9f9ee3     1     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2910 ns 0x000000068 0x0fb9f9ee3     1     0           0 0x000000000 0x000000000 0x000000004  0x00     0     0
   2920 ns 0x000000068 0x000000013     1     1           0 0x000000000 0x000000000 0x000000004  0x00     0     0
HIT STOP000000013

Info: /OSCI/SystemC: Simulation stopped by user.


              ********** Instruction_Cache **********
         set       valid       dirty         tag        data
           0           1           0 0x000000004 0x0001f0f13
           0           1           0 0x000000006 0x0001f8f93

           1           1           0 0x000000004 0x001c00def
           1           1           0 0x000000006 0x0fb9f9ee3

           2           1           0 0x000000006 0x000000013
           2           1           0 0x000000001 0x0001c0c13

           3           1           0 0x000000000 0x0001c0c13
           3           1           0 0x000000001 0x0001c0c13



***** [LOGGER: Instruction_Cache] *****
Hits: 0
Misses: 33
Reads : 33
Read hits: 0
Read misses: 33
Writes: 0
Write hits: 0
Write misses: 0
Replacements: 25


              ********** Data_Cache **********
         set       valid       dirty         tag        data
           0           0           0 0x000000000 0x000000000

           1           0           0 0x000000000 0x000000000

           2           0           0 0x000000000 0x000000000

           3           0           0 0x000000000 0x000000000



***** [LOGGER: Data_Cache] *****
Hits: 0
Misses: 0
Reads : 0
Read hits: 0
Read misses: 0
Writes: 0
Write hits: 0
Write misses: 0
Replacements: 0
