[Instruction_Cache] NUMBER SETS: 4
[Instruction_Cache] INDEX BITS: 2
[Instruction_Cache] TAG BITS: 28
[Instruction_Cache] BLOCK OFFSET BITS: 0
[Data_Cache] NUMBER SETS: 4
[Data_Cache] INDEX BITS: 2
[Data_Cache] TAG BITS: 28
[Data_Cache] BLOCK OFFSET BITS: 0
      Time        addr       rdata valid ready          rw        addr       rdata       wdata wstrb valid ready
   1360 ns 0x000000024 0x0001e8e93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1370 ns 0x000000024 0x0001e8e93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1380 ns 0x000000024 0x0001e8e93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1390 ns 0x000000024 0x001c00def     1     1           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1400 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   1410 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   1420 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   1430 ns 0x000000024 0x001c00def     0     0           0 0x000000028 0x000000000 0x000000000  0x00     0     0
   1440 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   1450 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   1460 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   1470 ns 0x000000040 0x001c00def     1     0           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   1480 ns 0x000000040 0x0001f0f13     1     1           0 0x000000044 0x000000000 0x000000000  0x00     0     0
   1490 ns 0x000000040 0x0001f0f13     0     0           0 0x000000001 0x000000000 0x000000000  0x00     0     0
   1500 ns 0x000000040 0x0001f0f13     0     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1510 ns 0x000000040 0x0001f0f13     0     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1520 ns 0x000000040 0x0001f0f13     0     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1530 ns 0x000000044 0x0001f0f13     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1540 ns 0x000000044 0x0001f0f13     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1550 ns 0x000000044 0x0001f0f13     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1560 ns 0x000000044 0x0001f0f13     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1570 ns 0x000000044 0x001c00def     1     1           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1580 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   1590 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   1600 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   1610 ns 0x000000044 0x001c00def     0     0           0 0x000000048 0x000000000 0x000000000  0x00     0     0
   1620 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   1630 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   1640 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   1650 ns 0x000000060 0x001c00def     1     0           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   1660 ns 0x000000060 0x0001f8f93     1     1           0 0x000000064 0x000000000 0x000000000  0x00     0     0
   1670 ns 0x000000060 0x0001f8f93     0     0           0 0x000000001 0x000000000 0x000000000  0x00     0     0
   1680 ns 0x000000060 0x0001f8f93     0     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1690 ns 0x000000060 0x0001f8f93     0     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1700 ns 0x000000060 0x0001f8f93     0     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1710 ns 0x000000064 0x0001f8f93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1720 ns 0x000000064 0x0001f8f93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1730 ns 0x000000064 0x0001f8f93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1740 ns 0x000000064 0x0001f8f93     1     0           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1750 ns 0x000000064 0x0fb9f9ee3     1     1           0 0x000000002 0x000000000 0x000000000  0x00     0     0
   1760 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000001 0x000000000 0x000000000  0x00     0     0
   1770 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1780 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1790 ns 0x000000064 0x0fb9f9ee3     0     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1800 ns 0x000000020 0x0fb9f9ee3     1     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1810 ns 0x000000020 0x0fb9f9ee3     1     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1820 ns 0x000000020 0x0fb9f9ee3     1     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1830 ns 0x000000020 0x0fb9f9ee3     1     0           0 0x000000001 0x000000000 0x000000004  0x00     0     0
   1840 ns 0x000000020 0x0001e8e93     1     1           0 0x000000001 0x000000000 0x000000004  0x00     0     0
